index,r_schedule,g_schedule,b_schedule,orig_r_schedule,orig_g_schedule,orig_b_schedule,orig_config_idx,circuit_distance,collisions
462,"[5, 3, 6, 2, 4, 1]","[6, 1, 3, 4, 5, 2]","[2, 6, 3, 5, 1, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
463,"[5, 3, 6, 2, 4, 1]","[6, 1, 3, 4, 5, 2]","[1, 5, 3, 6, 2, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
464,"[5, 3, 6, 2, 4, 1]","[6, 1, 3, 4, 5, 2]","[1, 6, 3, 5, 2, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
465,"[6, 3, 5, 1, 4, 2]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
466,"[6, 3, 5, 1, 4, 2]","[2, 5, 4, 3, 1, 6]","[2, 6, 3, 5, 1, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
467,"[6, 3, 5, 1, 4, 2]","[1, 6, 4, 3, 2, 5]","[1, 5, 3, 6, 2, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
468,"[6, 3, 5, 1, 4, 2]","[1, 5, 4, 3, 2, 6]","[1, 6, 3, 5, 2, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
469,"[6, 3, 5, 1, 4, 2]","[5, 2, 3, 4, 6, 1]","[2, 5, 3, 6, 1, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
470,"[6, 3, 5, 1, 4, 2]","[5, 2, 3, 4, 6, 1]","[2, 6, 3, 5, 1, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
471,"[6, 3, 5, 1, 4, 2]","[5, 2, 3, 4, 6, 1]","[1, 5, 3, 6, 2, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
472,"[6, 3, 5, 1, 4, 2]","[5, 2, 3, 4, 6, 1]","[1, 6, 3, 5, 2, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
473,"[5, 3, 6, 1, 4, 2]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
474,"[5, 3, 6, 1, 4, 2]","[2, 5, 4, 3, 1, 6]","[2, 6, 3, 5, 1, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
475,"[5, 3, 6, 1, 4, 2]","[1, 6, 4, 3, 2, 5]","[1, 5, 3, 6, 2, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
476,"[5, 3, 6, 1, 4, 2]","[1, 5, 4, 3, 2, 6]","[1, 6, 3, 5, 2, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
477,"[5, 3, 6, 1, 4, 2]","[6, 2, 3, 4, 5, 1]","[2, 5, 3, 6, 1, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
478,"[5, 3, 6, 1, 4, 2]","[6, 2, 3, 4, 5, 1]","[2, 6, 3, 5, 1, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
479,"[5, 3, 6, 1, 4, 2]","[6, 2, 3, 4, 5, 1]","[1, 5, 3, 6, 2, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
480,"[5, 3, 6, 1, 4, 2]","[6, 2, 3, 4, 5, 1]","[1, 6, 3, 5, 2, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
481,"[3, 4, 1, 5, 2, 6]","[4, 1, 6, 3, 5, 2]","[6, 2, 3, 1, 5, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
482,"[3, 4, 1, 5, 2, 6]","[4, 1, 5, 3, 6, 2]","[5, 2, 3, 1, 6, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
483,"[3, 4, 1, 5, 2, 6]","[4, 2, 6, 3, 5, 1]","[6, 1, 3, 2, 5, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
484,"[3, 4, 1, 5, 2, 6]","[4, 2, 5, 3, 6, 1]","[5, 1, 3, 2, 6, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
485,"[3, 4, 1, 6, 2, 5]","[4, 1, 6, 3, 5, 2]","[6, 2, 3, 1, 5, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
486,"[3, 4, 1, 6, 2, 5]","[4, 1, 5, 3, 6, 2]","[5, 2, 3, 1, 6, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
487,"[3, 4, 1, 6, 2, 5]","[4, 2, 6, 3, 5, 1]","[6, 1, 3, 2, 5, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
488,"[3, 4, 1, 6, 2, 5]","[4, 2, 5, 3, 6, 1]","[5, 1, 3, 2, 6, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
489,"[3, 4, 2, 5, 1, 6]","[4, 1, 6, 3, 5, 2]","[6, 2, 3, 1, 5, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
490,"[3, 4, 2, 5, 1, 6]","[4, 1, 5, 3, 6, 2]","[5, 2, 3, 1, 6, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
491,"[3, 4, 2, 5, 1, 6]","[4, 2, 6, 3, 5, 1]","[6, 1, 3, 2, 5, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
492,"[3, 4, 2, 5, 1, 6]","[4, 2, 5, 3, 6, 1]","[5, 1, 3, 2, 6, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
493,"[3, 4, 2, 6, 1, 5]","[4, 1, 6, 3, 5, 2]","[6, 2, 3, 1, 5, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
494,"[3, 4, 2, 6, 1, 5]","[4, 1, 5, 3, 6, 2]","[5, 2, 3, 1, 6, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
495,"[3, 4, 2, 6, 1, 5]","[4, 2, 6, 3, 5, 1]","[6, 1, 3, 2, 5, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
496,"[3, 4, 2, 6, 1, 5]","[4, 2, 5, 3, 6, 1]","[5, 1, 3, 2, 6, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
497,"[4, 3, 6, 2, 5, 1]","[3, 6, 1, 4, 2, 5]","[1, 5, 4, 6, 2, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
498,"[4, 3, 6, 2, 5, 1]","[3, 5, 1, 4, 2, 6]","[1, 6, 4, 5, 2, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
499,"[4, 3, 6, 2, 5, 1]","[3, 6, 2, 4, 1, 5]","[2, 5, 4, 6, 1, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
500,"[4, 3, 6, 2, 5, 1]","[3, 5, 2, 4, 1, 6]","[2, 6, 4, 5, 1, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
501,"[4, 3, 5, 2, 6, 1]","[3, 6, 1, 4, 2, 5]","[1, 5, 4, 6, 2, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
502,"[4, 3, 5, 2, 6, 1]","[3, 5, 1, 4, 2, 6]","[1, 6, 4, 5, 2, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
503,"[4, 3, 5, 2, 6, 1]","[3, 6, 2, 4, 1, 5]","[2, 5, 4, 6, 1, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
504,"[4, 3, 5, 2, 6, 1]","[3, 5, 2, 4, 1, 6]","[2, 6, 4, 5, 1, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
505,"[4, 3, 6, 1, 5, 2]","[3, 6, 1, 4, 2, 5]","[1, 5, 4, 6, 2, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
506,"[4, 3, 6, 1, 5, 2]","[3, 5, 1, 4, 2, 6]","[1, 6, 4, 5, 2, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
507,"[4, 3, 6, 1, 5, 2]","[3, 6, 2, 4, 1, 5]","[2, 5, 4, 6, 1, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
508,"[4, 3, 6, 1, 5, 2]","[3, 5, 2, 4, 1, 6]","[2, 6, 4, 5, 1, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
509,"[4, 3, 5, 1, 6, 2]","[3, 6, 1, 4, 2, 5]","[1, 5, 4, 6, 2, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
510,"[4, 3, 5, 1, 6, 2]","[3, 5, 1, 4, 2, 6]","[1, 6, 4, 5, 2, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
511,"[4, 3, 5, 1, 6, 2]","[3, 6, 2, 4, 1, 5]","[2, 5, 4, 6, 1, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
512,"[4, 3, 5, 1, 6, 2]","[3, 5, 2, 4, 1, 6]","[2, 6, 4, 5, 1, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 4, 6, 1, 3]",11,6,0
513,"[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
514,"[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
515,"[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
516,"[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
517,"[3, 4, 1, 5, 2, 6]","[4, 1, 6, 3, 5, 2]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
518,"[3, 4, 1, 5, 2, 6]","[4, 1, 5, 3, 6, 2]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
519,"[3, 4, 1, 5, 2, 6]","[4, 2, 6, 3, 5, 1]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
520,"[3, 4, 1, 5, 2, 6]","[4, 2, 5, 3, 6, 1]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
521,"[3, 4, 1, 6, 2, 5]","[3, 5, 1, 4, 2, 6]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
522,"[3, 4, 1, 6, 2, 5]","[3, 5, 1, 4, 2, 6]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
523,"[3, 4, 1, 6, 2, 5]","[3, 5, 1, 4, 2, 6]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
524,"[3, 4, 1, 6, 2, 5]","[3, 5, 1, 4, 2, 6]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
525,"[3, 4, 1, 6, 2, 5]","[4, 1, 6, 3, 5, 2]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
526,"[3, 4, 1, 6, 2, 5]","[4, 1, 5, 3, 6, 2]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
527,"[3, 4, 1, 6, 2, 5]","[4, 2, 6, 3, 5, 1]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
528,"[3, 4, 1, 6, 2, 5]","[4, 2, 5, 3, 6, 1]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
529,"[3, 4, 2, 5, 1, 6]","[3, 6, 2, 4, 1, 5]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
530,"[3, 4, 2, 5, 1, 6]","[3, 6, 2, 4, 1, 5]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
531,"[3, 4, 2, 5, 1, 6]","[3, 6, 2, 4, 1, 5]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
532,"[3, 4, 2, 5, 1, 6]","[3, 6, 2, 4, 1, 5]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
533,"[3, 4, 2, 5, 1, 6]","[4, 1, 6, 3, 5, 2]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
534,"[3, 4, 2, 5, 1, 6]","[4, 1, 5, 3, 6, 2]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
535,"[3, 4, 2, 5, 1, 6]","[4, 2, 6, 3, 5, 1]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
536,"[3, 4, 2, 5, 1, 6]","[4, 2, 5, 3, 6, 1]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
537,"[3, 4, 2, 6, 1, 5]","[3, 5, 2, 4, 1, 6]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
538,"[3, 4, 2, 6, 1, 5]","[3, 5, 2, 4, 1, 6]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
539,"[3, 4, 2, 6, 1, 5]","[3, 5, 2, 4, 1, 6]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
540,"[3, 4, 2, 6, 1, 5]","[3, 5, 2, 4, 1, 6]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
541,"[3, 4, 2, 6, 1, 5]","[4, 1, 6, 3, 5, 2]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
542,"[3, 4, 2, 6, 1, 5]","[4, 1, 5, 3, 6, 2]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
543,"[3, 4, 2, 6, 1, 5]","[4, 2, 6, 3, 5, 1]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
544,"[3, 4, 2, 6, 1, 5]","[4, 2, 5, 3, 6, 1]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
545,"[4, 3, 6, 2, 5, 1]","[3, 6, 1, 4, 2, 5]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
546,"[4, 3, 6, 2, 5, 1]","[3, 5, 1, 4, 2, 6]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
547,"[4, 3, 6, 2, 5, 1]","[3, 6, 2, 4, 1, 5]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
548,"[4, 3, 6, 2, 5, 1]","[3, 5, 2, 4, 1, 6]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
549,"[4, 3, 6, 2, 5, 1]","[4, 1, 6, 3, 5, 2]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
550,"[4, 3, 6, 2, 5, 1]","[4, 1, 6, 3, 5, 2]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
551,"[4, 3, 6, 2, 5, 1]","[4, 1, 6, 3, 5, 2]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
552,"[4, 3, 6, 2, 5, 1]","[4, 1, 6, 3, 5, 2]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
553,"[4, 3, 5, 2, 6, 1]","[3, 6, 1, 4, 2, 5]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
554,"[4, 3, 5, 2, 6, 1]","[3, 5, 1, 4, 2, 6]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
555,"[4, 3, 5, 2, 6, 1]","[3, 6, 2, 4, 1, 5]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
556,"[4, 3, 5, 2, 6, 1]","[3, 5, 2, 4, 1, 6]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
557,"[4, 3, 5, 2, 6, 1]","[4, 1, 5, 3, 6, 2]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
558,"[4, 3, 5, 2, 6, 1]","[4, 1, 5, 3, 6, 2]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
559,"[4, 3, 5, 2, 6, 1]","[4, 1, 5, 3, 6, 2]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
560,"[4, 3, 5, 2, 6, 1]","[4, 1, 5, 3, 6, 2]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
561,"[4, 3, 6, 1, 5, 2]","[3, 6, 1, 4, 2, 5]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
562,"[4, 3, 6, 1, 5, 2]","[3, 5, 1, 4, 2, 6]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
563,"[4, 3, 6, 1, 5, 2]","[3, 6, 2, 4, 1, 5]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
564,"[4, 3, 6, 1, 5, 2]","[3, 5, 2, 4, 1, 6]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
565,"[4, 3, 6, 1, 5, 2]","[4, 2, 6, 3, 5, 1]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
566,"[4, 3, 6, 1, 5, 2]","[4, 2, 6, 3, 5, 1]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
567,"[4, 3, 6, 1, 5, 2]","[4, 2, 6, 3, 5, 1]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
568,"[4, 3, 6, 1, 5, 2]","[4, 2, 6, 3, 5, 1]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
569,"[4, 3, 5, 1, 6, 2]","[3, 6, 1, 4, 2, 5]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
570,"[4, 3, 5, 1, 6, 2]","[3, 5, 1, 4, 2, 6]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
571,"[4, 3, 5, 1, 6, 2]","[3, 6, 2, 4, 1, 5]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
572,"[4, 3, 5, 1, 6, 2]","[3, 5, 2, 4, 1, 6]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
573,"[4, 3, 5, 1, 6, 2]","[4, 2, 5, 3, 6, 1]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
574,"[4, 3, 5, 1, 6, 2]","[4, 2, 5, 3, 6, 1]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
